,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Unnamed: 29_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 47_level_0,qb,qb_tag
82,79,2010,2010-12-26,15,16,27.241,CHI,,NYJ,W 38-34,*,13,25,52.00,215,3,1,104.2,2,13,8.60,9.20,4,3,0.75,1,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Jay Cutler,CutlJa00
83,80,2010,2011-01-02,16,17,27.248,CHI,@,GNB,L 3-10,*,21,39,53.85,168,0,2,43.5,6,51,4.31,2.00,2,8,4.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Jay Cutler,CutlJa00
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Jay Cutler,CutlJa00
85,81,2011,2011-09-11,1,1,28.135,CHI,,ATL,W 30-12,*,22,32,68.75,312,2,1,107.8,5,23,9.75,9.59,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,Jay Cutler,CutlJa00
86,82,2011,2011-09-18,2,2,28.142,CHI,@,NOR,L 13-30,*,19,45,42.22,244,1,0,67.3,6,58,5.42,5.87,1,12,12.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,,Jay Cutler,CutlJa00
87,83,2011,2011-09-25,3,3,28.149,CHI,,GNB,L 17-27,*,21,37,56.76,302,2,2,78.9,3,24,8.16,6.81,3,11,3.67,0,,0,0,0.0,0,0,0,0,0,1,0,0,2,-1,0,,,,,,,,Jay Cutler,CutlJa00
88,84,2011,2011-10-02,4,4,28.156,CHI,,CAR,W 34-29,*,9,17,52.94,102,0,1,46.7,1,9,6.00,3.35,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Jay Cutler,CutlJa00
89,85,2011,2011-10-10,5,5,28.164,CHI,@,DET,L 13-24,*,28,38,73.68,249,1,0,99.6,3,12,6.55,7.08,2,3,1.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Jay Cutler,CutlJa00
90,86,2011,2011-10-16,6,6,28.170,CHI,,MIN,W 39-10,*,21,31,67.74,267,2,0,115.9,1,9,8.61,9.90,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,Jay Cutler,CutlJa00
91,87,2011,2011-10-23,7,7,28.177,CHI,@,TAM,W 24-18,*,17,32,53.13,226,1,2,60.2,2,8,7.06,4.88,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Jay Cutler,CutlJa00
92,88,2011,2011-11-07,8,9,28.192,CHI,@,PHI,W 30-24,*,18,32,56.25,208,2,0,96.9,0,0,6.50,7.75,1,0,0.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-7,0,,,,,,,,Jay Cutler,CutlJa00
93,89,2011,2011-11-13,9,10,28.198,CHI,,DET,W 37-13,*,9,19,47.37,123,0,0,68.5,2,16,6.47,6.47,4,18,4.50,0,,0,0,0.0,0,0,0,,,2,1,0,0,0,0,,,,,,,,Jay Cutler,CutlJa00
94,90,2011,2011-11-20,10,11,28.205,CHI,,SDG,W 31-20,*,18,31,58.06,286,2,1,97.0,0,0,9.23,9.06,5,10,2.00,1,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Jay Cutler,CutlJa00
95,91,2011,2011-11-27,11,12,,CHI,@,OAK,L 20-25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
96,92,2011,2011-12-04,12,13,,CHI,,KAN,L 3-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
97,93,2011,2011-12-11,13,14,,CHI,@,DEN,L 10-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
98,94,2011,2011-12-18,14,15,,CHI,,SEA,L 14-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
99,95,2011,2011-12-25,15,16,,CHI,@,GNB,L 21-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
100,96,2011,2012-01-01,16,17,,CHI,@,MIN,W 17-13,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jay Cutler,CutlJa00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Jay Cutler,CutlJa00
102,97,2012,2012-09-09,1,1,29.133,CHI,,IND,W 41-21,*,21,35,60.00,333,2,1,98.9,2,19,9.51,9.37,4,-4,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,76,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
103,98,2012,2012-09-13,2,2,29.137,CHI,@,GNB,L 10-23,*,11,27,40.74,126,1,4,28.2,7,52,4.67,-1.26,1,12,12.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
104,99,2012,2012-09-23,3,3,29.147,CHI,,STL,W 23-6,*,17,31,54.84,183,0,1,58.9,2,12,5.90,4.45,4,18,4.50,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
105,100,2012,2012-10-01,4,4,29.155,CHI,@,DAL,W 34-18,*,18,24,75.00,275,2,0,140.1,2,8,11.46,13.13,3,0,0.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,55,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
106,101,2012,2012-10-07,5,5,29.161,CHI,@,JAX,W 41-3,*,23,39,58.97,292,2,1,88.8,1,5,7.49,7.36,2,22,11.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,93%,0,0%,0,0%,,Jay Cutler,CutlJa00
107,102,2012,2012-10-22,6,7,29.176,CHI,,DET,W 13-7,*,16,31,51.61,150,1,0,76.0,5,25,4.84,5.48,3,34,11.33,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,93%,0,0%,0,0%,,Jay Cutler,CutlJa00
108,103,2012,2012-10-28,7,8,29.182,CHI,,CAR,W 23-22,*,19,28,67.86,186,1,1,83.3,6,55,6.64,5.75,1,4,4.00,0,,0,0,0.0,0,0,0,,,2,2,0,0,0,0,55,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
109,104,2012,2012-11-04,8,9,29.189,CHI,@,TEN,W 51-20,*,19,26,73.08,229,3,0,138.1,3,24,8.81,11.12,1,12,12.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,56,81%,0,0%,0,0%,,Jay Cutler,CutlJa00
110,105,2012,2012-11-11,9,10,29.196,CHI,,HOU,L 6-13,*,7,14,50.00,40,0,2,16.7,0,0,2.86,-3.57,3,37,12.33,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,44%,0,0%,0,0%,,Jay Cutler,CutlJa00
111,106,2012,2012-11-19,10,11,,CHI,@,SFO,L 7-32,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
112,107,2012,2012-11-25,11,12,29.210,CHI,,MIN,W 28-10,*,23,31,74.19,188,1,1,86.5,1,5,6.06,5.26,3,9,3.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
113,108,2012,2012-12-02,12,13,29.217,CHI,,SEA,L 17-23,*,17,26,65.38,233,2,0,119.6,0,0,8.96,10.50,5,27,5.40,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-7,0,62,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
114,109,2012,2012-12-09,13,14,29.224,CHI,@,MIN,L 14-21,*,22,44,50.00,260,1,2,57.0,2,4,5.91,4.32,2,16,8.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,67,86%,0,0%,0,0%,,Jay Cutler,CutlJa00
115,110,2012,2012-12-16,14,15,29.231,CHI,,GNB,L 13-21,*,12,21,57.14,135,1,1,72.5,4,28,6.43,5.24,1,9,9.00,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,54,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
116,111,2012,2012-12-23,15,16,29.238,CHI,@,ARI,W 28-13,*,12,26,46.15,146,1,0,76.8,1,1,5.62,6.38,3,8,2.67,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
117,112,2012,2012-12-30,16,17,29.245,CHI,@,DET,W 26-24,*,18,31,58.06,257,1,0,95.8,2,12,8.29,8.94,5,29,5.80,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,69,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
118,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Jay Cutler,CutlJa00
119,113,2013,2013-09-08,1,1,30.132,CHI,,CIN,W 24-21,*,21,33,63.64,242,2,1,93.2,0,0,7.33,7.18,3,16,5.33,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
120,114,2013,2013-09-15,2,2,30.139,CHI,,MIN,W 31-30,*,27,38,71.05,292,3,2,97.7,1,8,7.68,6.89,3,9,3.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,67,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
121,115,2013,2013-09-22,3,3,30.146,CHI,@,PIT,W 40-23,*,20,30,66.67,159,1,0,90.8,2,8,5.30,5.97,4,11,2.75,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
122,116,2013,2013-09-29,4,4,30.153,CHI,@,DET,L 32-40,*,27,47,57.45,317,2,3,65.6,3,31,6.74,4.72,1,9,9.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,72,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
123,117,2013,2013-10-06,5,5,30.160,CHI,,NOR,L 18-26,*,24,33,72.73,358,2,0,128.1,3,18,10.85,12.06,4,27,6.75,0,,0,0,0.0,0,0,0,,,2,1,0,1,-10,0,56,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
124,118,2013,2013-10-10,6,6,30.164,CHI,,NYG,W 27-21,*,24,36,66.67,262,2,0,106.5,0,0,7.28,8.39,3,20,6.67,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
125,119,2013,2013-10-20,7,7,30.174,CHI,@,WAS,L 41-45,*,3,8,37.50,28,0,1,8.3,1,6,3.50,-2.13,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,25%,0,0%,0,0%,,Jay Cutler,CutlJa00
126,120,2013,2013-11-04,8,9,,CHI,@,GNB,W 27-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
127,121,2013,2013-11-10,9,10,30.195,CHI,,DET,L 19-21,*,21,40,52.50,250,1,1,69.8,1,9,6.25,5.63,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,84%,0,0%,0,0%,,Jay Cutler,CutlJa00
128,122,2013,2013-11-17,10,11,,CHI,,BAL,W 23-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
129,123,2013,2013-11-24,11,12,,CHI,@,STL,L 21-42,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
130,124,2013,2013-12-01,12,13,,CHI,@,MIN,L 20-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
131,125,2013,2013-12-09,13,14,,CHI,,DAL,W 45-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
132,126,2013,2013-12-15,14,15,30.230,CHI,@,CLE,W 38-31,*,22,31,70.97,265,3,2,102.2,2,4,8.55,7.58,3,11,3.67,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
133,127,2013,2013-12-22,15,16,30.237,CHI,@,PHI,L 11-54,*,20,35,57.14,222,1,1,73.8,5,46,6.34,5.63,2,15,7.50,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,53,82%,0,0%,0,0%,,Jay Cutler,CutlJa00
134,128,2013,2013-12-29,16,17,30.244,CHI,,GNB,L 28-33,*,15,24,62.50,226,2,1,103.8,1,2,9.42,9.21,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
135,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Jay Cutler,CutlJa00
136,129,2014,2014-09-07,1,1,31.131,CHI,,BUF,L 20-23,*,34,49,69.39,349,2,2,86.2,2,8,7.12,6.10,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,74,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
137,130,2014,2014-09-14,2,2,31.138,CHI,@,SFO,W 28-20,*,23,34,67.65,176,4,0,119.2,1,6,5.18,7.53,5,25,5.00,0,,0,0,0.0,0,0,0,,,1,0,0,0,-19,0,59,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
138,131,2014,2014-09-22,3,3,31.146,CHI,@,NYJ,W 27-19,*,23,38,60.53,225,2,0,94.7,4,28,5.92,6.97,5,14,2.80,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,66,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
139,132,2014,2014-09-28,4,4,31.152,CHI,,GNB,L 17-38,*,22,34,64.71,256,2,2,82.5,1,4,7.53,6.06,3,29,9.67,0,,0,0,0.0,0,0,0,0,0,2,0,0,2,0,0,68,87%,0,0%,0,0%,,Jay Cutler,CutlJa00
140,133,2014,2014-10-05,5,5,31.159,CHI,@,CAR,L 24-31,*,28,36,77.78,289,2,2,95.5,4,27,8.03,6.64,3,22,7.33,1,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,64,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
141,134,2014,2014-10-12,6,6,31.166,CHI,@,ATL,W 27-13,*,26,38,68.42,381,1,0,109.6,2,6,10.03,10.55,6,4,0.67,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
142,135,2014,2014-10-19,7,7,31.173,CHI,,MIA,L 14-27,*,21,34,61.76,190,1,1,74.4,3,18,5.59,4.85,2,3,1.50,0,,0,0,0.0,0,0,0,0,0,3,1,0,1,-10,0,53,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
143,136,2014,2014-10-26,8,8,31.180,CHI,@,NWE,L 23-51,*,20,30,66.67,227,3,1,108.6,3,18,7.57,8.07,1,6,6.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,60,87%,0,0%,0,0%,,Jay Cutler,CutlJa00
144,137,2014,2014-11-09,9,10,31.194,CHI,@,GNB,L 14-55,*,22,37,59.46,272,1,2,68.7,3,18,7.35,5.46,2,0,0.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,64,91%,0,0%,0,0%,,Jay Cutler,CutlJa00
145,138,2014,2014-11-16,10,11,31.201,CHI,,MIN,W 21-13,*,31,43,72.09,330,3,2,98.0,0,0,7.67,6.98,5,21,4.20,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,77,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
146,139,2014,2014-11-23,11,12,31.208,CHI,,TAM,W 21-13,*,17,27,62.96,130,1,0,87.0,3,18,4.81,5.56,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,57,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
147,140,2014,2014-11-27,12,13,31.212,CHI,@,DET,L 17-34,*,31,48,64.58,280,2,2,76.7,3,24,5.83,4.79,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
148,141,2014,2014-12-04,13,14,31.219,CHI,,DAL,L 28-41,*,32,46,69.57,341,2,1,96.4,0,0,7.41,7.30,2,9,4.50,1,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,69,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
149,142,2014,2014-12-15,14,15,31.230,CHI,,NOR,L 15-31,*,17,31,54.84,194,2,3,55.8,7,41,6.26,3.19,1,20,20.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,60,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
150,143,2014,2014-12-21,15,16,,CHI,,DET,L 14-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jay Cutler,CutlJa00
151,144,2014,2014-12-28,16,17,31.243,CHI,@,MIN,L 9-13,*,23,36,63.89,172,0,0,75.2,2,7,4.78,4.78,3,39,13.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
152,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Jay Cutler,CutlJa00
153,145,2015,2015-09-13,1,1,32.137,CHI,,GNB,L 23-31,*,18,36,50.00,225,1,1,67.5,2,12,6.25,5.56,4,31,7.75,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
154,146,2015,2015-09-20,2,2,32.144,CHI,,ARI,L 23-48,*,8,9,88.89,120,1,1,116.2,0,0,13.33,10.56,3,24,8.00,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,28,39%,0,0%,0,0%,,Jay Cutler,CutlJa00
155,147,2015,2015-09-27,3,3,,CHI,@,SEA,L 0-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jay Cutler,CutlJa00
156,148,2015,2015-10-04,4,4,32.158,CHI,,OAK,W 22-20,*,28,43,65.12,281,2,1,89.4,3,8,6.53,6.42,1,0,0.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,78,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
157,149,2015,2015-10-11,5,5,32.165,CHI,@,KAN,W 18-17,*,26,45,57.78,252,2,0,88.4,2,11,5.60,6.49,4,15,3.75,0,,0,0,0.0,0,0,0,0,0,2,1,0,1,0,0,79,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
158,150,2015,2015-10-18,6,6,32.172,CHI,@,DET,L 34-37,*,26,41,63.41,353,1,1,88.8,1,0,8.61,8.00,2,12,6.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,80,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
159,151,2015,2015-11-01,7,8,32.186,CHI,,MIN,L 20-23,*,22,33,66.67,211,1,0,94.4,1,3,6.39,7.00,2,11,5.50,1,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
160,152,2015,2015-11-09,8,9,32.194,CHI,@,SDG,W 22-19,*,27,40,67.50,345,2,1,100.5,1,8,8.63,8.50,3,-2,-0.67,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,72,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
161,153,2015,2015-11-15,9,10,32.200,CHI,@,STL,W 37-13,*,19,24,79.17,258,3,0,151.0,2,14,10.75,13.25,3,24,8.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
162,154,2015,2015-11-22,10,11,32.207,CHI,,DEN,L 15-17,*,18,32,56.25,265,0,1,70.4,2,4,8.28,6.88,3,29,9.67,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,63,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
163,155,2015,2015-11-26,11,12,32.211,CHI,@,GNB,W 17-13,*,19,31,61.29,200,1,0,90.8,1,11,6.45,7.10,4,9,2.25,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-8,0,67,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
164,156,2015,2015-12-06,12,13,32.221,CHI,,SFO,L 20-26,*,18,31,58.06,202,0,1,64.2,1,8,6.52,5.06,4,10,2.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,78,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
165,157,2015,2015-12-13,13,14,32.228,CHI,,WAS,L 21-24,*,19,31,61.29,315,2,0,117.0,3,25,10.16,11.45,1,5,5.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,59,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
166,158,2015,2015-12-20,14,15,32.235,CHI,@,MIN,L 17-38,*,26,37,70.27,231,2,1,93.4,5,32,6.24,6.11,1,1,1.00,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,64,100%,0,0%,0,0%,,Jay Cutler,CutlJa00
