,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Unnamed: 36_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 54_level_0,qb,qb_tag
45,44,2014,2014-11-30,12,13,,WAS,@,IND,L 27-49,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kirk Cousins,CousKi00
46,45,2014,2014-12-07,13,14,,WAS,,STL,L 0-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kirk Cousins,CousKi00
47,46,2014,2014-12-14,14,15,,WAS,@,NYG,L 13-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kirk Cousins,CousKi00
48,47,2014,2014-12-20,15,16,,WAS,,PHI,W 27-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Kirk Cousins,CousKi00
49,48,2014,2014-12-28,16,17,,WAS,,DAL,L 17-44,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Kirk Cousins,CousKi00
50,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Kirk Cousins,CousKi00
51,49,2015,2015-09-13,1,1,27.025,WAS,,MIA,L 10-17,*,21,31,67.74,196,1,2,68.7,1,8,6.32,4.06,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,0,-3,0,76,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
52,50,2015,2015-09-20,2,2,27.032,WAS,,STL,W 24-10,*,23,27,85.19,203,1,0,110.3,2,12,7.52,8.26,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,72,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
53,51,2015,2015-09-24,3,3,27.036,WAS,@,NYG,L 21-32,*,30,49,61.22,316,1,2,69.8,1,11,6.45,5.02,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,76,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
54,52,2015,2015-10-04,4,4,27.046,WAS,,PHI,W 23-20,*,31,46,67.39,290,1,0,91.8,1,0,6.30,6.74,1,1,1.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,85,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
55,53,2015,2015-10-11,5,5,27.053,WAS,@,ATL,L 19-25,*,21,32,65.63,219,1,2,69.7,1,0,6.84,4.66,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
56,54,2015,2015-10-18,6,6,27.060,WAS,@,NYJ,L 20-34,*,25,43,58.14,196,1,2,57.9,1,5,4.56,2.93,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
57,55,2015,2015-10-25,7,7,27.067,WAS,,TAM,W 31-30,*,33,40,82.50,317,3,0,124.7,1,12,7.93,9.43,3,15,5.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,64,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
58,56,2015,2015-11-08,8,9,27.081,WAS,@,NWE,L 10-27,*,22,40,55.00,217,1,1,68.4,1,4,5.43,4.80,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
59,57,2015,2015-11-15,9,10,27.088,WAS,,NOR,W 47-14,*,20,25,80.00,324,4,0,158.3,3,23,12.96,16.16,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,59,95%,0,0%,0,0%,,Kirk Cousins,CousKi00
60,58,2015,2015-11-22,10,11,27.095,WAS,@,CAR,L 16-44,*,22,30,73.33,207,1,1,89.2,5,35,6.90,6.07,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,48,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
61,59,2015,2015-11-29,11,12,27.102,WAS,,NYG,W 20-14,*,20,29,68.97,302,1,0,114.4,0,0,10.41,11.10,4,1,0.25,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,1,0,0,1,-2,0,71,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
62,60,2015,2015-12-07,12,13,27.110,WAS,,DAL,L 16-19,*,22,31,70.97,219,1,0,101.4,3,26,7.06,7.71,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,65,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
63,61,2015,2015-12-13,13,14,27.116,WAS,@,CHI,W 24-21,*,24,31,77.42,300,1,1,104.2,3,25,9.68,8.87,4,13,3.25,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,70,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
64,62,2015,2015-12-20,14,15,27.123,WAS,,BUF,W 35-25,*,22,28,78.57,319,4,0,153.7,1,11,11.39,14.25,3,11,3.67,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,57,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
65,63,2015,2015-12-26,15,16,27.129,WAS,@,PHI,W 38-24,*,31,46,67.39,365,4,0,120.3,2,14,7.93,9.67,5,-4,-0.80,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,-3,0,76,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
66,64,2015,2016-01-03,16,17,27.137,WAS,@,DAL,W 34-23,*,12,15,80.00,176,3,0,155.1,0,0,11.73,15.73,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,37%,0,0%,0,0%,,Kirk Cousins,CousKi00
67,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Kirk Cousins,CousKi00
68,65,2016,2016-09-12,1,1,28.024,WAS,,PIT,L 16-38,*,30,43,69.77,329,0,2,72.7,0,0,7.65,5.56,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
69,66,2016,2016-09-18,2,2,28.030,WAS,,DAL,L 23-27,*,28,46,60.87,364,1,1,84.0,2,14,7.91,7.37,2,20,10.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
70,67,2016,2016-09-25,3,3,28.037,WAS,@,NYG,W 29-27,*,21,35,60.00,296,2,0,106.4,2,14,8.46,9.60,3,-5,-1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,71,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
71,68,2016,2016-10-02,4,4,28.044,WAS,,CLE,W 31-20,*,21,27,77.78,183,3,1,116.5,3,27,6.78,7.33,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,62,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
72,69,2016,2016-10-09,5,5,28.051,WAS,@,BAL,W 16-10,*,29,41,70.73,260,1,1,85.4,1,10,6.34,5.73,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,66,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
73,70,2016,2016-10-16,6,6,28.058,WAS,,PHI,W 27-20,*,18,34,52.94,263,2,1,85.8,0,0,7.74,7.59,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,74,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
74,71,2016,2016-10-23,7,7,28.065,WAS,@,DET,L 17-20,*,30,39,76.92,301,1,0,106.9,2,18,7.72,8.23,3,15,5.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,3,1,0,1,0,0,73,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
75,72,2016,2016-10-30,8,8,28.072,WAS,@,CIN,T 27-27,*,38,56,67.86,458,2,1,97.2,1,12,8.18,8.09,3,-1,-0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,91,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
76,73,2016,2016-11-13,9,10,28.086,WAS,,MIN,W 26-20,*,22,33,66.67,262,2,0,110.9,1,2,7.94,9.15,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
77,74,2016,2016-11-20,10,11,28.093,WAS,,GNB,W 42-24,*,21,30,70.00,375,3,0,145.8,2,11,12.50,14.50,4,4,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
78,75,2016,2016-11-24,11,12,28.097,WAS,@,DAL,L 26-31,*,41,53,77.36,449,3,0,120.7,0,0,8.47,9.60,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,75,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
79,76,2016,2016-12-04,12,13,28.107,WAS,@,ARI,L 23-31,*,21,37,56.76,271,1,1,77.6,2,25,7.32,6.65,2,0,0.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,60,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
80,77,2016,2016-12-11,13,14,28.114,WAS,@,PHI,W 27-22,*,14,21,66.67,234,2,1,116.0,2,7,11.14,10.90,4,6,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
81,78,2016,2016-12-19,14,15,28.122,WAS,,CAR,L 15-26,*,32,47,68.09,315,0,1,77.9,1,9,6.70,5.74,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,64,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
82,79,2016,2016-12-24,15,16,28.127,WAS,@,CHI,W 41-21,*,18,29,62.07,270,1,0,104.1,0,0,9.31,10.00,5,30,6.00,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
83,80,2016,2017-01-01,16,17,28.135,WAS,,NYG,L 10-19,*,22,35,62.86,287,1,2,74.3,4,41,8.20,6.20,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Kirk Cousins,CousKi00
85,81,2017,2017-09-10,1,1,29.022,WAS,,PHI,L 17-30,*,23,40,57.50,240,1,1,72.9,4,40,6.00,5.38,4,30,7.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,2,2,0,0,0,0,63,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
86,82,2017,2017-09-17,2,2,29.029,WAS,@,LAR,W 27-20,*,18,27,66.67,179,1,0,97.6,2,23,6.63,7.37,3,7,2.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,0,0,1,-9,0,71,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
87,83,2017,2017-09-24,3,3,29.036,WAS,,OAK,W 27-10,*,25,30,83.33,365,3,0,150.7,1,9,12.17,14.17,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
88,84,2017,2017-10-02,4,4,29.044,WAS,@,KAN,L 20-29,*,14,24,58.33,220,2,0,116.7,0,0,9.17,10.83,7,38,5.43,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,0,-7,0,50,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
89,85,2017,2017-10-15,5,6,29.057,WAS,,SFO,W 26-24,*,25,37,67.57,330,2,1,102.3,1,5,8.92,8.78,4,26,6.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,74,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
90,86,2017,2017-10-23,6,7,29.065,WAS,@,PHI,L 24-34,*,30,40,75.00,303,3,1,110.7,4,34,7.58,7.95,3,18,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
91,87,2017,2017-10-29,7,8,29.071,WAS,,DAL,L 19-33,*,26,39,66.67,263,1,1,83.6,4,27,6.74,6.10,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,1,-10,0,59,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
92,88,2017,2017-11-05,8,9,29.078,WAS,@,SEA,W 17-14,*,21,31,67.74,247,0,0,91.7,6,54,7.97,7.97,3,4,1.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,1,-14,0,63,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
93,89,2017,2017-11-12,9,10,29.085,WAS,,MIN,L 30-38,*,26,45,57.78,327,1,1,78.7,1,14,7.27,6.71,4,5,1.25,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,75,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
94,90,2017,2017-11-19,10,11,29.092,WAS,@,NOR,L 31-34,*,22,32,68.75,322,3,0,132.6,2,22,10.06,11.94,3,11,3.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,69,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
95,91,2017,2017-11-23,11,12,29.096,WAS,,NYG,W 20-10,*,19,31,61.29,242,2,1,93.8,6,41,7.81,7.65,3,4,1.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
96,92,2017,2017-11-30,12,13,29.103,WAS,@,DAL,L 14-38,*,26,37,70.27,251,2,2,84.4,4,27,6.78,5.43,3,6,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,56,93%,0,0%,0,0%,,Kirk Cousins,CousKi00
97,93,2017,2017-12-10,13,14,29.113,WAS,@,LAC,L 13-30,*,15,27,55.56,151,1,1,68.6,2,15,5.59,4.67,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
98,94,2017,2017-12-17,14,15,29.120,WAS,,ARI,W 20-15,*,18,26,69.23,196,2,0,116.8,1,9,7.54,9.08,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
99,95,2017,2017-12-24,15,16,29.127,WAS,,DEN,W 27-11,*,19,37,51.35,299,3,1,94.3,0,0,8.08,8.49,5,8,1.60,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,-12,0,67,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
100,96,2017,2017-12-31,16,17,29.134,WAS,@,NYG,L 10-18,*,20,37,54.05,158,0,3,31.1,3,22,4.27,0.62,1,12,12.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,57,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Kirk Cousins,CousKi00
102,97,2018,2018-09-09,1,1,30.021,MIN,,SFO,W 24-16,*,20,36,55.56,244,2,0,95.1,3,17,6.78,7.89,4,26,6.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
103,98,2018,2018-09-16,2,2,30.028,MIN,@,GNB,T 29-29,*,35,48,72.92,425,4,1,118.8,2,13,8.85,9.58,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
104,99,2018,2018-09-23,3,3,30.035,MIN,,BUF,L 6-27,*,40,55,72.73,296,1,1,83.6,4,18,5.38,4.93,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,3,2,0,1,-4,0,66,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
105,100,2018,2018-09-27,4,4,30.039,MIN,@,LAR,L 31-38,*,36,50,72.00,422,3,0,117.2,4,30,8.44,9.64,4,28,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,74,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
106,101,2018,2018-10-07,5,5,30.049,MIN,@,PHI,W 23-21,*,30,37,81.08,301,1,0,109.6,1,3,8.14,8.68,5,1,0.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,1,-12,0,62,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
107,102,2018,2018-10-14,6,6,30.056,MIN,,ARI,W 27-17,*,24,34,70.59,233,1,1,87.0,4,17,6.85,6.12,4,14,3.50,1,1,1,-1,-1.00,0,100.0%,-1.00,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,71,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
108,103,2018,2018-10-21,7,7,30.063,MIN,@,NYJ,W 37-17,*,25,40,62.50,241,2,0,95.9,1,13,6.03,7.03,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,0,-7,0,69,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
109,104,2018,2018-10-28,8,8,30.070,MIN,,NOR,L 20-30,*,31,41,75.61,359,2,1,107.7,4,21,8.76,8.63,2,3,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,1,0,0,73,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
110,105,2018,2018-11-04,9,9,30.077,MIN,,DET,W 24-9,*,18,22,81.82,164,1,1,93.9,1,9,7.45,6.32,2,3,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,-8,0,49,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
111,106,2018,2018-11-18,10,11,30.091,MIN,@,CHI,L 20-25,*,30,46,65.22,262,2,2,76.5,2,16,5.70,4.61,1,5,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
112,107,2018,2018-11-25,11,12,30.098,MIN,,GNB,W 24-17,*,29,38,76.32,342,3,0,129.5,2,17,9.00,10.58,6,17,2.83,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
113,108,2018,2018-12-02,12,13,30.105,MIN,@,NWE,L 10-24,*,32,44,72.73,201,1,2,70.4,2,18,4.57,2.98,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
114,109,2018,2018-12-10,13,14,30.113,MIN,@,SEA,L 7-21,*,20,33,60.61,208,1,0,89.0,2,9,6.30,6.91,3,5,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,58,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
115,110,2018,2018-12-16,14,15,30.119,MIN,,MIA,W 41-17,*,14,21,66.67,215,2,1,112.2,2,17,10.24,10.00,5,7,1.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
116,111,2018,2018-12-23,15,16,30.126,MIN,@,DET,W 27-9,*,21,28,75.00,253,3,0,137.9,2,13,9.04,11.18,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
117,112,2018,2018-12-30,16,17,30.133,MIN,,CHI,L 10-24,*,20,33,60.61,132,1,0,79.4,4,31,4.00,4.61,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
118,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Kirk Cousins,CousKi00
119,113,2019,2019-09-08,1,1,31.020,MIN,,ATL,W 28-12,*,8,10,80.00,98,1,0,140.8,1,1,9.80,11.80,6,4,0.67,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,2,0,0,1,-2,0,53,98%,0,0%,0,0%,,Kirk Cousins,CousKi00
120,114,2019,2019-09-15,2,2,31.027,MIN,@,GNB,L 16-21,*,14,32,43.75,230,1,2,52.9,1,7,7.19,5.00,2,17,8.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,65,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
121,115,2019,2019-09-22,3,3,31.034,MIN,,OAK,W 34-14,*,15,21,71.43,174,1,0,112.0,0,0,8.29,9.24,4,16,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,97%,0,0%,0,0%,,Kirk Cousins,CousKi00
122,116,2019,2019-09-29,4,4,31.041,MIN,@,CHI,L 6-16,*,27,36,75.00,233,0,0,91.6,6,51,6.47,6.47,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,60,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
123,117,2019,2019-10-06,5,5,31.048,MIN,@,NYG,W 28-10,*,22,27,81.48,306,2,0,138.6,3,27,11.33,12.81,3,3,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,-2,0,67,100%,0,0%,0,0%,,Kirk Cousins,CousKi00
124,118,2019,2019-10-13,6,6,31.055,MIN,,PHI,W 38-20,*,22,29,75.86,333,4,1,138.4,1,8,11.48,12.69,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,99%,0,0%,0,0%,,Kirk Cousins,CousKi00
