,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,qb,qb_tag
13,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,David Woodley,WoodDa00
14,14,1981,1981-09-06,1,1,22.316,MIA,@,STL,W 20-7,*,14,24,58.33,178,2,1,92.0,4,37,7.42,7.21,6,12,2.00,0,0,0,,0,0,0,David Woodley,WoodDa00
15,15,1981,1981-09-10,2,2,22.320,MIA,,PIT,W 30-10,*,14,34,41.18,161,1,1,53.7,0,0,4.74,4.00,4,26,6.50,1,0,0,,0,1,6,David Woodley,WoodDa00
16,16,1981,1981-09-20,3,3,22.330,MIA,@,HOU,W 16-10,*,11,22,50.00,82,0,0,59.3,1,11,3.73,3.73,1,1,1.00,0,0,0,,0,0,0,David Woodley,WoodDa00
17,17,1981,1981-09-27,4,4,22.337,MIA,@,BAL,W 31-28,*,19,30,63.33,309,2,0,120.0,0,0,10.30,11.63,4,9,2.25,0,0,0,,0,0,0,David Woodley,WoodDa00
18,18,1981,1981-10-04,5,5,22.344,MIA,,NYJ,T 28-28,*,3,5,60.00,27,0,0,74.6,1,5,5.40,5.40,1,25,25.00,0,0,0,,0,0,0,David Woodley,WoodDa00
19,19,1981,1981-10-18,7,7,22.358,MIA,,WAS,W 13-10,*,15,28,53.57,296,0,0,90.8,0,0,10.57,10.57,1,5,5.00,0,0,0,,0,0,0,David Woodley,WoodDa00
20,20,1981,1981-10-25,8,8,23.000,MIA,@,DAL,L 27-28,*,21,37,56.76,408,3,5,82.8,3,27,11.03,6.57,4,21,5.25,0,0,0,,0,0,0,David Woodley,WoodDa00
21,21,1981,1981-11-01,9,9,23.007,MIA,,BAL,W 27-10,*,14,25,56.00,164,2,0,102.7,0,0,6.56,8.16,2,5,2.50,1,0,0,,0,1,6,David Woodley,WoodDa00
22,22,1981,1981-11-08,10,10,23.014,MIA,@,NWE,W 30-27,*,22,37,59.46,242,0,2,56.4,2,26,6.54,4.11,4,4,1.00,1,0,0,,0,1,6,David Woodley,WoodDa00
23,23,1981,1981-11-15,11,11,23.021,MIA,,OAK,L 17-33,*,10,22,45.45,102,0,0,59.3,3,17,4.64,4.64,1,2,2.00,0,0,0,,0,0,0,David Woodley,WoodDa00
24,24,1981,1981-11-22,12,12,23.028,MIA,@,NYJ,L 15-16,*,10,22,45.45,63,0,2,14.6,3,22,2.86,-1.23,4,41,10.25,0,0,0,,0,0,0,David Woodley,WoodDa00
25,25,1981,1981-11-30,13,13,23.036,MIA,,PHI,W 13-10,*,11,23,47.83,117,0,0,63.1,2,15,5.09,5.09,5,18,3.60,0,0,0,,0,0,0,David Woodley,WoodDa00
26,26,1981,1981-12-06,14,14,23.042,MIA,,NWE,W 24-14,*,11,24,45.83,128,1,1,59.0,0,0,5.33,4.29,9,41,4.56,1,0,0,,0,1,6,David Woodley,WoodDa00
27,27,1981,1981-12-13,15,15,23.049,MIA,@,KAN,W 17-7,*,6,12,50.00,56,0,1,28.5,1,5,4.67,0.92,2,10,5.00,0,0,0,,0,0,0,David Woodley,WoodDa00
28,28,1981,1981-12-19,16,16,23.055,MIA,,BUF,W 16-6,*,10,21,47.62,137,1,0,84.8,4,26,6.52,7.48,15,52,3.47,0,0,0,,0,0,0,David Woodley,WoodDa00
29,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,David Woodley,WoodDa00
30,29,1982,1982-09-12,1,1,23.322,MIA,@,NYJ,W 45-28,*,14,22,63.64,98,0,1,54.7,0,0,4.45,2.41,7,58,8.29,0,1,15,15.00,1,1,6,David Woodley,WoodDa00
31,30,1982,1982-09-19,2,2,23.329,MIA,,BAL,W 24-20,*,16,25,64.00,180,1,0,98.7,1,19,7.20,8.00,4,9,2.25,1,0,0,,0,1,6,David Woodley,WoodDa00
32,31,1982,1982-11-21,3,11,24.027,MIA,@,BUF,W 9-7,*,6,16,37.50,79,0,1,27.9,1,0,4.94,2.13,1,29,29.00,0,0,0,,0,0,0,David Woodley,WoodDa00
33,32,1982,1982-11-29,4,12,24.035,MIA,@,TAM,L 17-23,*,7,13,53.85,40,0,1,27.7,2,17,3.08,-0.38,3,22,7.33,0,0,0,,0,0,0,David Woodley,WoodDa00
34,33,1982,1982-12-05,5,13,24.041,MIA,,MIN,W 22-14,*,13,20,65.00,132,0,0,83.7,1,9,6.60,6.60,8,14,1.75,1,0,0,,0,1,6,David Woodley,WoodDa00
35,34,1982,1982-12-12,6,14,24.048,MIA,@,NWE,L 0-3,*,9,18,50.00,76,0,2,21.8,2,17,4.22,-0.78,4,27,6.75,0,0,0,,0,0,0,David Woodley,WoodDa00
36,35,1982,1982-12-18,7,15,24.054,MIA,,NYJ,W 20-19,*,12,25,48.00,148,1,2,46.7,2,13,5.92,3.12,5,29,5.80,0,0,0,,0,0,0,David Woodley,WoodDa00
37,36,1982,1982-12-27,8,16,24.063,MIA,,BUF,W 27-10,*,7,18,38.89,88,0,1,31.7,1,7,4.89,2.39,3,17,5.67,0,0,0,,0,0,0,David Woodley,WoodDa00
38,37,1982,1983-01-02,9,17,24.069,MIA,@,BAL,W 34-7,*,14,22,63.64,239,3,0,140.0,0,0,10.86,13.59,1,2,2.00,0,0,0,,0,0,0,David Woodley,WoodDa00
39,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,David Woodley,WoodDa00
40,38,1983,1983-09-04,1,1,24.314,MIA,@,BUF,W 12-0,*,8,22,36.36,40,0,0,44.9,3,20,1.82,1.82,1,9,9.00,0,1,6,6.00,0,0,0,David Woodley,WoodDa00
41,39,1983,1983-09-11,2,2,24.321,MIA,,NWE,W 34-24,*,11,20,55.00,218,2,0,126.7,3,23,10.90,12.90,2,-3,-1.50,0,0,0,,0,0,0,David Woodley,WoodDa00
42,40,1983,1983-09-19,3,3,24.329,MIA,@,RAI,L 14-27,*,10,18,55.56,144,0,1,58.6,3,27,8.00,5.50,5,22,4.40,0,0,0,,0,0,0,David Woodley,WoodDa00
43,41,1983,1983-09-25,4,4,24.335,MIA,,KAN,W 14-6,*,10,17,58.82,92,1,2,53.7,1,10,5.41,1.29,11,50,4.55,0,0,0,,0,0,0,David Woodley,WoodDa00
44,42,1983,1983-10-02,5,5,24.342,MIA,@,NOR,L 7-17,*,4,12,33.33,34,0,1,7.6,0,0,2.83,-0.92,0,0,,0,0,0,,0,0,0,David Woodley,WoodDa00
45,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,David Woodley,WoodDa00
46,43,1984,1984-09-02,1,1,25.313,PIT,,KAN,L 27-37,*,11,17,64.71,225,2,1,122.8,3,18,13.24,12.94,2,-6,-3.00,0,0,0,,0,0,0,David Woodley,WoodDa00
47,44,1984,1984-09-06,2,2,25.317,PIT,@,NYJ,W 23-17,*,14,25,56.00,187,2,1,89.9,2,15,7.48,7.28,1,7,7.00,0,0,0,,0,0,0,David Woodley,WoodDa00
48,45,1984,1984-09-16,3,3,25.327,PIT,,RAM,W 24-14,*,20,30,66.67,244,2,0,113.7,3,18,8.13,9.47,3,5,1.67,0,0,0,,0,0,0,David Woodley,WoodDa00
49,46,1984,1984-09-23,4,4,25.334,PIT,@,CLE,L 10-20,*,9,25,36.00,153,0,1,40.9,1,5,6.12,4.32,2,1,0.50,0,0,0,,0,0,0,David Woodley,WoodDa00
50,47,1984,1984-10-01,5,5,25.342,PIT,,CIN,W 38-17,*,19,30,63.33,252,1,3,61.4,1,11,8.40,4.57,1,0,0.00,0,0,0,,0,0,0,David Woodley,WoodDa00
51,48,1984,1984-10-07,6,6,25.348,PIT,,MIA,L 7-31,*,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,1,0,0.00,0,0,0,,0,0,0,David Woodley,WoodDa00
52,49,1984,1984-10-21,8,8,25.362,PIT,@,IND,L 16-17,*,12,27,44.44,212,1,1,68.7,0,0,7.85,6.93,1,7,7.00,0,0,0,,0,0,0,David Woodley,WoodDa00
53,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,David Woodley,WoodDa00
54,50,1985,1985-09-08,1,1,26.318,PIT,,IND,W 45-3,,0,1,0.00,0,0,0,39.6,1,5,0.00,0.00,0,0,,0,0,0,,0,0,0,David Woodley,WoodDa00
55,51,1985,1985-10-13,6,6,26.353,PIT,@,DAL,L 13-27,,6,23,26.09,154,0,3,15.4,0,0,6.70,0.83,0,0,,0,0,0,,0,0,0,David Woodley,WoodDa00
56,52,1985,1985-10-27,8,8,27.002,PIT,@,CIN,L 21-26,,11,22,50.00,146,1,3,47.0,1,11,6.64,1.41,2,13,6.50,0,0,0,,0,0,0,David Woodley,WoodDa00
57,53,1985,1985-11-03,9,9,27.009,PIT,,CLE,W 10-9,*,9,17,52.94,91,0,0,68.5,1,8,5.35,5.35,3,15,5.00,0,0,0,,0,0,0,David Woodley,WoodDa00
58,54,1985,1985-11-10,10,10,27.016,PIT,@,KAN,W 36-28,*,13,25,52.00,258,1,1,85.1,1,7,10.32,9.32,4,5,1.25,0,0,0,,0,0,0,David Woodley,WoodDa00
59,55,1985,1985-11-17,11,11,27.023,PIT,@,HOU,W 30-7,*,12,20,60.00,138,0,1,60.0,1,8,6.90,4.65,4,12,3.00,1,0,0,,0,1,6,David Woodley,WoodDa00
60,56,1985,1985-12-01,13,13,27.037,PIT,,DEN,L 23-31,*,19,40,47.50,283,1,4,39.9,6,33,7.08,3.08,1,11,11.00,0,0,0,,0,0,0,David Woodley,WoodDa00
61,57,1985,1985-12-08,14,14,27.044,PIT,@,SDG,L 44-54,*,24,35,68.57,287,3,2,98.2,2,12,8.20,7.34,2,3,1.50,1,0,0,,0,1,6,David Woodley,WoodDa00
62,58,1985,1985-12-15,15,15,27.051,PIT,,BUF,W 30-24,*,0,0,,0,0,0,,0,,,,1,12,12.00,0,0,0,,0,0,0,David Woodley,WoodDa00
63,,,58 Games,,,,,,,35-22-1,,687,1300,52.85,8558,48,63,65.7,84,631,6.58,5.14,201,856,4.26,11,2,21,10.50,1,12,72,David Woodley,WoodDa00
