,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Unnamed: 35_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 53_level_0,qb,qb_tag
72,69,2008,2008-10-19,6,7,27.116,HOU,,DET,W 28-21,*,26,31,83.87,267,2,0,124.1,3,13,8.61,9.90,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,1,0,1,-2,0,,,,,,,,Matt Schaub,SchaMa00
73,70,2008,2008-10-26,7,8,27.123,HOU,,CIN,W 35-6,*,24,28,85.71,280,3,0,144.0,1,5,10.00,12.14,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
74,71,2008,2008-11-02,8,9,27.130,HOU,@,MIN,L 21-28,*,11,16,68.75,139,0,1,69.5,3,20,8.69,5.88,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,2,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
75,72,2008,2008-11-09,9,10,,HOU,,BAL,L 13-41,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matt Schaub,SchaMa00
76,73,2008,2008-11-16,10,11,,HOU,@,IND,L 27-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matt Schaub,SchaMa00
77,74,2008,2008-11-23,11,12,,HOU,@,CLE,W 16-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matt Schaub,SchaMa00
78,75,2008,2008-12-01,12,13,,HOU,,JAX,W 30-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Matt Schaub,SchaMa00
79,76,2008,2008-12-07,13,14,27.165,HOU,@,GNB,W 24-21,*,28,42,66.67,414,2,1,104.7,1,6,9.86,9.74,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,,,,,,,,Matt Schaub,SchaMa00
80,77,2008,2008-12-14,14,15,27.172,HOU,,TEN,W 13-12,*,23,39,58.97,284,1,0,90.1,3,16,7.28,7.79,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
81,78,2008,2008-12-21,15,16,27.179,HOU,@,OAK,L 16-27,*,19,36,52.78,255,0,1,64.0,3,21,7.08,5.83,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
82,79,2008,2008-12-28,16,17,27.186,HOU,,CHI,W 31-24,*,27,36,75.00,328,2,0,121.1,0,0,9.11,10.22,4,-3,-0.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
83,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matt Schaub,SchaMa00
84,80,2009,2009-09-13,1,1,28.080,HOU,,NYJ,L 7-24,*,18,33,54.55,166,0,1,55.9,2,21,5.03,3.67,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
85,81,2009,2009-09-20,2,2,28.087,HOU,@,TEN,W 34-31,*,25,39,64.10,357,4,0,127.8,0,0,9.15,11.21,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
86,82,2009,2009-09-27,3,3,28.094,HOU,,JAX,L 24-31,*,26,35,74.29,300,3,1,116.4,2,14,8.57,9.00,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
87,83,2009,2009-10-04,4,4,28.101,HOU,,OAK,W 29-6,*,11,22,50.00,224,1,1,82.4,4,15,10.18,9.05,5,-1,-0.20,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
88,84,2009,2009-10-11,5,5,28.108,HOU,@,ARI,L 21-28,*,35,50,70.00,371,2,1,96.3,0,0,7.42,7.32,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,-2,0,,,,,,,,Matt Schaub,SchaMa00
89,85,2009,2009-10-18,6,6,28.115,HOU,@,CIN,W 28-17,*,28,40,70.00,392,4,1,124.2,2,7,9.80,10.68,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
90,86,2009,2009-10-25,7,7,28.122,HOU,,SFO,W 24-21,*,20,30,66.67,264,2,0,116.5,2,18,8.80,10.13,5,9,1.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
91,87,2009,2009-11-01,8,8,28.129,HOU,@,BUF,W 31-10,*,25,34,73.53,268,0,2,71.7,1,11,7.88,5.24,8,3,0.38,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
92,88,2009,2009-11-08,9,9,28.136,HOU,@,IND,L 17-20,*,32,43,74.42,311,1,2,82.6,2,10,7.23,5.60,3,21,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
93,89,2009,2009-11-23,10,11,28.151,HOU,,TEN,L 17-20,*,25,39,64.10,305,2,0,105.2,4,22,7.82,8.85,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
94,90,2009,2009-11-29,11,12,28.157,HOU,,IND,L 27-35,*,31,42,73.81,284,2,2,87.8,2,10,6.76,5.57,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
95,91,2009,2009-12-06,12,13,28.164,HOU,@,JAX,L 18-23,*,19,27,70.37,207,1,1,89.6,2,7,7.67,6.74,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
96,92,2009,2009-12-13,13,14,28.171,HOU,,SEA,W 34-7,*,29,39,74.36,365,2,1,109.5,0,0,9.36,9.23,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
97,93,2009,2009-12-20,14,15,28.178,HOU,@,STL,W 16-13,*,28,40,70.00,367,1,0,107.0,0,0,9.18,9.68,5,-3,-0.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
98,94,2009,2009-12-27,15,16,28.185,HOU,@,MIA,W 27-20,*,20,31,64.52,286,2,1,102.4,1,6,9.23,9.06,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
99,95,2009,2010-01-03,16,17,28.192,HOU,,NWE,W 34-27,*,24,39,61.54,303,2,1,92.1,1,8,7.77,7.64,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
100,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matt Schaub,SchaMa00
101,96,2010,2010-09-12,1,1,29.079,HOU,,IND,W 34-24,*,9,17,52.94,107,1,1,67.5,2,9,6.29,4.82,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
102,97,2010,2010-09-19,2,2,29.086,HOU,@,WAS,W 30-27,*,38,52,73.08,497,3,1,114.0,5,29,9.56,9.85,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
103,98,2010,2010-09-26,3,3,29.093,HOU,,DAL,L 13-27,*,23,32,71.88,241,1,2,77.7,4,25,7.53,5.34,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
104,99,2010,2010-10-03,4,4,29.100,HOU,@,OAK,W 31-24,*,16,29,55.17,192,2,0,98.6,0,0,6.62,8.00,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
105,100,2010,2010-10-10,5,5,29.107,HOU,,NYG,L 10-34,*,16,34,47.06,196,0,1,53.1,3,25,5.76,4.44,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
106,101,2010,2010-10-17,6,6,29.114,HOU,,KAN,W 35-31,*,25,33,75.76,305,2,0,123.9,2,16,9.24,10.45,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
107,102,2010,2010-11-01,7,8,29.129,HOU,@,IND,L 17-30,*,22,38,57.89,201,1,1,70.2,3,18,5.29,4.63,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
108,103,2010,2010-11-07,8,9,29.135,HOU,,SDG,L 23-29,*,21,32,65.63,267,0,1,78.5,2,15,8.34,6.94,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
109,104,2010,2010-11-14,9,10,29.142,HOU,@,JAX,L 24-31,*,22,32,68.75,314,2,0,121.1,0,0,9.81,11.06,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,-12,0,,,,,,,,Matt Schaub,SchaMa00
110,105,2010,2010-11-21,10,11,29.149,HOU,@,NYJ,L 27-30,*,19,33,57.58,254,1,0,92.2,1,8,7.70,8.30,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
111,106,2010,2010-11-28,11,12,29.156,HOU,,TEN,W 20-0,*,25,35,71.43,178,2,0,101.8,2,20,5.09,6.23,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
112,107,2010,2010-12-02,12,13,29.160,HOU,@,PHI,L 24-34,*,22,36,61.11,337,2,1,99.0,2,14,9.36,9.22,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
113,108,2010,2010-12-13,13,14,29.171,HOU,,BAL,L 28-34,*,31,62,50.00,393,3,2,72.8,2,15,6.34,5.85,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
114,109,2010,2010-12-19,14,15,29.177,HOU,@,TEN,L 17-31,*,35,54,64.81,325,2,1,85.8,4,32,6.02,5.93,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
115,110,2010,2010-12-26,15,16,29.184,HOU,@,DEN,L 23-24,*,23,33,69.70,310,1,1,96.8,0,0,9.39,8.64,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,-3,0,,,,,,,,Matt Schaub,SchaMa00
116,111,2010,2011-01-02,16,17,29.191,HOU,,JAX,W 34-17,*,18,22,81.82,253,1,0,129.7,0,0,11.50,12.41,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
117,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matt Schaub,SchaMa00
118,112,2011,2011-09-11,1,1,30.078,HOU,,IND,W 34-7,*,17,24,70.83,220,1,2,78.5,1,3,9.17,6.25,4,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
119,113,2011,2011-09-18,2,2,30.085,HOU,@,MIA,W 23-13,*,21,29,72.41,230,2,0,118.5,3,23,7.93,9.31,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
120,114,2011,2011-09-25,3,3,30.092,HOU,@,NOR,L 33-40,*,22,39,56.41,373,3,1,103.9,2,9,9.56,9.95,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
121,115,2011,2011-10-02,4,4,30.099,HOU,,PIT,W 17-10,*,14,21,66.67,138,1,0,100.9,0,0,6.57,7.52,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
122,116,2011,2011-10-09,5,5,30.106,HOU,,OAK,L 20-25,*,24,51,47.06,416,2,2,72.0,3,13,8.16,7.18,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,1,-13,0,,,,,,,,Matt Schaub,SchaMa00
123,117,2011,2011-10-16,6,6,30.113,HOU,@,BAL,L 14-29,*,21,37,56.76,220,1,0,83.2,4,20,5.95,6.49,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
124,118,2011,2011-10-23,7,7,30.120,HOU,@,TEN,W 41-7,*,18,23,78.26,296,2,0,147.7,0,0,12.87,14.61,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
125,119,2011,2011-10-30,8,8,30.127,HOU,,JAX,W 24-14,*,16,30,53.33,225,1,0,88.9,2,23,7.50,8.17,1,2,2.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
126,120,2011,2011-11-06,9,9,30.134,HOU,,CLE,W 30-12,*,14,23,60.87,119,0,1,56.3,0,0,5.17,3.22,3,0,0.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
127,121,2011,2011-11-13,10,10,30.141,HOU,@,TAM,W 37-9,*,11,15,73.33,242,2,0,154.9,1,7,16.13,18.80,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,,Matt Schaub,SchaMa00
128,122,2011,2011-11-27,11,12,,HOU,@,JAX,W 20-13,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Schaub,SchaMa00
129,123,2011,2011-12-04,12,13,,HOU,,ATL,W 17-10,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Schaub,SchaMa00
130,124,2011,2011-12-11,13,14,,HOU,@,CIN,W 20-19,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Schaub,SchaMa00
131,125,2011,2011-12-18,14,15,,HOU,,CAR,L 13-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Schaub,SchaMa00
132,126,2011,2011-12-22,15,16,,HOU,@,IND,L 16-19,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Schaub,SchaMa00
133,127,2011,2012-01-01,16,17,,HOU,,TEN,L 22-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matt Schaub,SchaMa00
134,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matt Schaub,SchaMa00
135,128,2012,2012-09-09,1,1,31.076,HOU,,MIA,W 30-10,*,20,31,64.52,266,1,0,102.4,2,12,8.58,9.23,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,100%,0,0%,0,0%,,Matt Schaub,SchaMa00
136,129,2012,2012-09-16,2,2,31.083,HOU,@,JAX,W 27-7,*,26,35,74.29,195,0,0,87.2,0,0,5.57,5.57,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,85,100%,0,0%,0,0%,,Matt Schaub,SchaMa00
137,130,2012,2012-09-23,3,3,31.090,HOU,@,DEN,W 31-25,*,17,30,56.67,290,4,1,115.3,1,6,9.67,10.83,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,99%,0,0%,0,0%,,Matt Schaub,SchaMa00
138,131,2012,2012-09-30,4,4,31.097,HOU,,TEN,W 38-14,*,20,28,71.43,202,2,0,115.5,0,0,7.21,8.64,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,100%,0,0%,0,0%,,Matt Schaub,SchaMa00
139,132,2012,2012-10-08,5,5,31.105,HOU,@,NYJ,W 23-17,*,14,28,50.00,209,1,1,71.9,0,0,7.46,6.57,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,100%,0,0%,0,0%,,Matt Schaub,SchaMa00
140,133,2012,2012-10-14,6,6,31.111,HOU,,GNB,L 24-42,*,20,33,60.61,232,0,2,56.6,3,24,7.03,4.30,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,-2,0,62,87%,0,0%,0,0%,,Matt Schaub,SchaMa00
141,134,2012,2012-10-21,7,7,31.118,HOU,,BAL,W 43-13,*,23,37,62.16,256,2,0,100.7,2,17,6.92,8.00,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,80,100%,0,0%,0,0%,,Matt Schaub,SchaMa00
142,135,2012,2012-11-04,8,9,31.132,HOU,,BUF,W 21-9,*,19,27,70.37,268,2,0,126.8,2,12,9.93,11.41,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,100%,0,0%,0,0%,,Matt Schaub,SchaMa00
143,136,2012,2012-11-11,9,10,31.139,HOU,@,CHI,W 13-6,*,14,26,53.85,95,1,2,42.9,1,7,3.65,0.96,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,,Matt Schaub,SchaMa00
144,137,2012,2012-11-18,10,11,31.146,HOU,,JAX,W 43-37,*,43,55,78.18,527,5,2,121.7,2,23,9.58,9.76,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,94,100%,0,0%,0,0%,,Matt Schaub,SchaMa00
145,138,2012,2012-11-22,11,12,31.150,HOU,@,DET,W 34-31,*,29,48,60.42,315,1,1,78.0,2,19,6.56,6.04,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,79,100%,0,0%,0,0%,,Matt Schaub,SchaMa00
146,139,2012,2012-12-02,12,13,31.160,HOU,@,TEN,W 24-10,*,21,35,60.00,207,2,0,95.8,0,0,5.91,7.06,4,5,1.25,0,1,1,-6,-6.00,0,100.0%,-6.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Matt Schaub,SchaMa00
147,140,2012,2012-12-10,13,14,31.168,HOU,@,NWE,L 14-42,*,19,32,59.38,232,0,1,68.7,2,24,7.25,5.84,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,59,86%,0,0%,0,0%,,Matt Schaub,SchaMa00
