,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 41_level_0,qb,qb_tag
79,76,2015,2015-12-06,12,13,,SFO,@,CHI,W 26-20,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Colin Kaepernick,KaepCo00
80,77,2015,2015-12-13,13,14,,SFO,@,CLE,L 10-24,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Colin Kaepernick,KaepCo00
81,78,2015,2015-12-20,14,15,,SFO,,CIN,L 14-24,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Colin Kaepernick,KaepCo00
82,79,2015,2015-12-27,15,16,,SFO,@,DET,L 17-32,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Colin Kaepernick,KaepCo00
83,80,2015,2016-01-03,16,17,,SFO,,STL,W 19-16,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Colin Kaepernick,KaepCo00
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Colin Kaepernick,KaepCo00
85,81,2016,2016-09-12,1,1,28.314,SFO,,LAR,W 28-0,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,3,4%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
86,82,2016,2016-09-18,2,2,,SFO,@,CAR,L 27-46,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
87,83,2016,2016-09-25,3,3,,SFO,@,SEA,L 18-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
88,84,2016,2016-10-02,4,4,,SFO,,DAL,L 17-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
89,85,2016,2016-10-06,5,5,,SFO,,ARI,L 21-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Colin Kaepernick,KaepCo00
90,86,2016,2016-10-16,6,6,28.348,SFO,@,BUF,L 16-45,*,13,29,44.83,187,1,0,77.8,3,20,6.45,7.14,8,66,8.25,0,,0,0,1,0,0,0,0,0,61,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
91,87,2016,2016-10-23,7,7,28.355,SFO,,TAM,L 17-34,*,16,34,47.06,143,1,1,56.4,4,30,4.21,3.47,9,84,9.33,0,,0,0,2,1,0,0,0,0,70,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
92,88,2016,2016-11-06,8,9,29.003,SFO,,NOR,L 23-41,*,24,39,61.54,398,2,1,102.3,1,5,10.21,10.08,5,23,4.60,0,,0,0,1,1,0,0,0,0,60,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
93,89,2016,2016-11-13,9,10,29.010,SFO,@,ARI,L 20-23,*,17,30,56.67,210,1,0,89.6,3,12,7.00,7.67,10,55,5.50,1,,1,6,0,0,0,0,0,0,63,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
94,90,2016,2016-11-20,10,11,29.017,SFO,,NWE,L 17-30,*,16,30,53.33,206,2,0,97.4,5,29,6.87,8.20,4,32,8.00,0,,0,0,2,0,0,2,0,0,63,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
95,91,2016,2016-11-27,11,12,29.024,SFO,@,MIA,L 24-31,*,29,46,63.04,296,3,1,94.1,2,14,6.43,6.76,10,113,11.30,0,,0,0,0,0,0,0,0,0,78,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
96,92,2016,2016-12-04,12,13,29.031,SFO,@,CHI,L 6-26,*,1,5,20.00,4,0,0,39.6,5,25,0.80,0.80,6,20,3.33,0,,0,0,1,0,0,0,0,0,45,78%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
97,93,2016,2016-12-11,13,14,29.038,SFO,,NYJ,L 17-23,*,15,26,57.69,133,1,0,84.3,2,17,5.12,5.88,3,23,7.67,0,,0,0,0,0,0,0,0,0,57,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
98,94,2016,2016-12-18,14,15,29.045,SFO,@,ATL,L 13-41,*,20,33,60.61,183,2,0,95.9,2,18,5.55,6.76,3,21,7.00,0,,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
99,95,2016,2016-12-24,15,16,29.051,SFO,@,LAR,W 22-21,*,28,37,75.68,266,2,1,101.9,4,13,7.19,7.05,6,15,2.50,1,1,1,8,0,0,0,0,0,0,75,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
100,96,2016,2017-01-01,16,17,29.059,SFO,,SEA,L 23-25,*,17,22,77.27,215,1,0,122.3,5,24,9.77,10.68,5,16,3.20,0,,0,0,2,1,0,1,-4,0,61,100%,0,0%,0,0%,,Colin Kaepernick,KaepCo00
101,,,69 Games,,,,,,,37-31-1,,1011,1692,59.75,12271,72,30,88.9,171,1060,7.25,7.31,375,2300,6.13,13,1,13,80,37,15,0,12,-37,0,,,,,,,,Colin Kaepernick,KaepCo00
