,season,team,coach,top_av_player,passer,rusher,receiver,franchise_code,passer_name,passer_url,coach_name,coach_url
51,1972,Oakland Raiders,Madden,Brown,Lamonica,Hubbard,Biletnikoff,/teams/rai/,Daryle Lamonica,/players/L/LamoDa00.htm,John Madden,/coaches/MaddJo0.htm
52,1971,Oakland Raiders,Madden,Biletnikoff,Lamonica,Hubbard,Biletnikoff,/teams/rai/,Daryle Lamonica,/players/L/LamoDa00.htm,John Madden,/coaches/MaddJo0.htm
53,1970,Oakland Raiders,Madden,Upshaw,Lamonica,Dixon,Wells,/teams/rai/,Daryle Lamonica,/players/L/LamoDa00.htm,John Madden,/coaches/MaddJo0.htm
54,1969,Oakland Raiders,Madden,Wells,Lamonica,Smith,Wells,/teams/rai/,Daryle Lamonica,/players/L/LamoDa00.htm,John Madden,/coaches/MaddJo0.htm
55,1968,Oakland Raiders,Rauch,Grayson,Lamonica,Dixon,Wells,/teams/rai/,Daryle Lamonica,/players/L/LamoDa00.htm,John Rauch,/coaches/RaucJo0.htm
56,1967,Oakland Raiders,Rauch,Lamonica,Lamonica,Daniels,Biletnikoff,/teams/rai/,Daryle Lamonica,/players/L/LamoDa00.htm,John Rauch,/coaches/RaucJo0.htm
57,1966,Oakland Raiders,Rauch,Daniels,Flores,Daniels,Powell,/teams/rai/,Tom Flores,/players/F/FlorTo00.htm,John Rauch,/coaches/RaucJo0.htm
58,1965,Oakland Raiders,Davis,Grayson,Flores,Daniels,Powell,/teams/rai/,Tom Flores,/players/F/FlorTo00.htm,Al Davis,/coaches/DaviAl0.htm
59,1964,Oakland Raiders,Davis,Otto,Davidson,Daniels,Powell,/teams/rai/,Cotton Davidson,/players/D/DaviCo00.htm,Al Davis,/coaches/DaviAl0.htm
60,1963,Oakland Raiders,Davis,Daniels,Flores,Daniels,Powell,/teams/rai/,Tom Flores,/players/F/FlorTo00.htm,Al Davis,/coaches/DaviAl0.htm
61,1962,Oakland Raiders,"Conkright,Feldman",Williamson,Davidson,Daniels,Roberson,/teams/rai/,Cotton Davidson,/players/D/DaviCo00.htm,"Bill Conkright,Marty Feldman","/coaches/ConkRe0.htm,/coaches/FeldMa0.htm"
64,1961,Oakland Raiders,"Feldman,Erdelatz",Otto,Flores,Crow,Asad,/teams/rai/,Tom Flores,/players/F/FlorTo00.htm,"Marty Feldman,Eddie Erdelatz","/coaches/FeldMa0.htm,/coaches/ErdeEd0.htm"
65,1960,Oakland Raiders,Erdelatz,Otto,Flores,Teresa,Lott,/teams/rai/,Tom Flores,/players/F/FlorTo00.htm,Eddie Erdelatz,/coaches/ErdeEd0.htm
