,season,team,coach,top_av_player,passer,rusher,receiver,franchise_code,passer_name,passer_url,coach_name,coach_url
51,1972,Houston Oilers,Peterson,Bethea,Pastorini,Robinson,Burrough,/teams/oti/,Dan Pastorini,/players/P/PastDa00.htm,Bill Peterson,/coaches/PeteBi0.htm
52,1971,Houston Oilers,Hughes,Houston,Pastorini,Holmes,Joiner,/teams/oti/,Dan Pastorini,/players/P/PastDa00.htm,Ed Hughes,/coaches/HughEd0.htm
53,1970,Houston Oilers,Lemm,Moore,Johnson,Dawkins,Reed,/teams/oti/,Charley Johnson,/players/J/JohnCh02.htm,Wally Lemm,/coaches/LemmWa0.htm
54,1969,Houston Oilers,Lemm,Farr,Beathard,Granger,LeVias,/teams/oti/,Pete Beathard,/players/B/BeatPe00.htm,Wally Lemm,/coaches/LemmWa0.htm
55,1968,Houston Oilers,Lemm,Farr,Beathard,Granger,Reed,/teams/oti/,Pete Beathard,/players/B/BeatPe00.htm,Wally Lemm,/coaches/LemmWa0.htm
56,1967,Houston Oilers,Lemm,Farr,Beathard,Granger,Granger,/teams/oti/,Pete Beathard,/players/B/BeatPe00.htm,Wally Lemm,/coaches/LemmWa0.htm
57,1966,Houston Oilers,Lemm,Frazier,Blanda,Burrell,Frazier,/teams/oti/,George Blanda,/players/B/BlanGe00.htm,Wally Lemm,/coaches/LemmWa0.htm
58,1965,Houston Oilers,Taylor,Hicks,Blanda,Burrell,Frazier,/teams/oti/,George Blanda,/players/B/BlanGe00.htm,Hugh Taylor,/coaches/TaylHu0.htm
59,1964,Houston Oilers,Baugh,Hennigan,Blanda,Blanks,Hennigan,/teams/oti/,George Blanda,/players/B/BlanGe00.htm,Sammy Baugh,/coaches/BaugSa0.htm
60,1963,Houston Oilers,Ivy,Banfield,Blanda,Tolar,Hennigan,/teams/oti/,George Blanda,/players/B/BlanGe00.htm,Pop Ivy,/coaches/IvyxPo0.htm
61,1962,Houston Oilers,Ivy,Banfield,Blanda,Tolar,Hennigan,/teams/oti/,George Blanda,/players/B/BlanGe00.htm,Pop Ivy,/coaches/IvyxPo0.htm
64,1961,Houston Oilers,"Lemm,Rymkus",Hennigan,Blanda,Cannon,Hennigan,/teams/oti/,George Blanda,/players/B/BlanGe00.htm,"Wally Lemm,Lou Rymkus","/coaches/LemmWa0.htm,/coaches/RymkLo0.htm"
65,1960,Houston Oilers,Rymkus,Johnston,Blanda,Cannon,Groman,/teams/oti/,George Blanda,/players/B/BlanGe00.htm,Lou Rymkus,/coaches/RymkLo0.htm
